9.269538645670860610e-02,4.845195942596820099e-02,2.532426368342340084e-02,6.434543040354509524e-02,5.166102565039430022e-02,1.000686327911830126e-01,8.448515944321950688e-02,1.931661384190720004e-02,6.280109848741420586e-02,8.156688249008460512e-02,5.159473016642870252e-02,9.528403979146139735e-02,1.489580698506580078e-02,5.194580099831819925e-02,1.978552756365510035e-01,4.804806781851460318e-02,2.372789535725329871e-02,5.948308276544590073e-02,2.454756106422350051e-02,2.287017633135299613e-02,2.660892792183590025e-02,4.570875300729970031e-02,6.495442080712640620e-02,3.390952727068050065e-02,5.631737713665280198e-02,1.517173924371320072e-02,1.860864522460630166e-01,1.714285714285709583e-01,9.646839731152301312e-02
1.510065328296779918e-01,5.663503772585389701e-02,6.753627916366350403e-02,1.084200426565290060e-01,5.391945981936469706e-02,9.721603951188649562e-02,1.849840620772210120e-01,1.502403298815009960e-02,8.129883246525150195e-03,7.321597122844880623e-02,1.125811560847959913e-01,9.069729719302900561e-02,1.964790722026479863e-02,8.142043191269740521e-02,1.775280548290760207e-01,5.610538116375120288e-02,1.153939568230880064e-02,6.928815639709849650e-02,4.154712489187929736e-02,2.590713851752399904e-02,3.007627312071519884e-02,3.318034574760279909e-02,5.403951670727340229e-02,8.662481930880240599e-02,5.625047590547450210e-02,6.818123550298660351e-02,6.982758620689649698e-01,1.755102040816329811e-01,2.104772658211670200e-01
9.208669274202460620e-02,6.379147651919669926e-02,5.044242478667120000e-02,9.786966161754520610e-02,5.674515414769189942e-02,8.065442060866860607e-02,1.751143099722849983e-01,1.502403298815009960e-02,2.421443659515380015e-02,5.991173090002870072e-02,2.586148759162270050e-01,3.218568972947939699e-02,4.926378518106479948e-02,2.207646598487859879e-02,1.331330806082839935e-01,6.412562507503019593e-02,2.966882062748170054e-02,5.274663684796469798e-02,7.163790479330809161e-03,4.212161621561540115e-02,4.711266041152129685e-02,2.095600784059119953e-02,1.673413148151040031e-01,6.099047711836200203e-02,4.382063285751079673e-02,7.271884968208580657e-02,2.438997189632869933e-01,9.132653061224490498e-01,1.258283443193780049e-01
1.008606243910549899e-01,6.139298069845509909e-02,6.118386502922840142e-02,1.037468910750840023e-01,1.753754512448340089e-02,9.995374288528649509e-02,1.407523632562999727e-01,1.717032341502859952e-02,3.429690626408880144e-02,5.657958230446909903e-02,3.307994717325540152e-02,9.528403979146139735e-02,3.329736458625520007e-02,4.283367816328990246e-02,1.247823175400540052e-01,6.405148917545000486e-02,7.172102049216069752e-02,7.248285241540269874e-02,5.969825399442340100e-03,2.453246994531869951e-02,4.086339537418350043e-02,4.941399811231999423e-02,9.453563234209580446e-02,6.984141127859590237e-02,4.589227336550479736e-02,7.260800088434180011e-02,2.953896596333139835e-01,8.663265306122450715e-01,1.394597482873100036e-01
1.259388673778200074e-01,4.428361874810070320e-02,3.389173410622799837e-02,1.369735751351859876e-01,2.102059424796089981e-01,1.060147721660080200e-01,1.506228895289580261e-01,1.287774256127150081e-02,6.028990591840439894e-02,3.809068218162100367e-02,1.638979392790259892e-01,7.130166877872298747e-02,2.082870684727489846e-02,1.078231313708279994e-02,1.637082761145910170e-01,6.895469910355510323e-02,7.172102049216069752e-02,8.493160813541310306e-02,1.195118995125360045e-01,4.647751197768790199e-02,2.142846606864230036e-02,3.318034574760279909e-02,1.416873189384849907e-01,8.112724996367010055e-02,4.174899234951690019e-02,4.811861290961320231e-02,2.673863585671589771e-01,6.663265306122450049e-01,4.320106488298640635e-01
1.708781457697030048e-01,7.599359604818189950e-02,1.179808562363700020e-01,4.132147440861229648e-01,1.689523965769000047e-01,1.151900484103459826e-01,2.662796387524680175e-01,1.287774256127150081e-02,5.153604073642709983e-03,9.970848981536802047e-02,3.824545727466210215e-02,6.084241183142800186e-02,1.134749023957809938e-01,8.434034682925049820e-02,1.265684617155989899e-01,7.289451642028059453e-02,7.332513175562330177e-02,8.796794141290080471e-02,2.643491594415810497e-01,6.060378080551179908e-02,4.248796165338480230e-02,2.619500980073900115e-02,1.339200369126769818e-01,9.744610994186370112e-02,5.210719488948659800e-02,7.359816159972329408e-02,2.222197439443280298e-01,3.653061224489799752e-01,6.363852399515420588e-01
2.478720746577459944e-01,6.620348001148070038e-02,1.132570655339730226e-01,1.340295066304209859e-01,1.119726721691009924e-01,1.563928343097460150e-01,1.547985529188820042e-01,2.360919469566440110e-02,5.153604073642709983e-03,1.782788450537530212e-01,1.173070623330299961e-01,7.130166877872298747e-02,2.082870684727489846e-02,7.558863068636670346e-02,1.518068046307360086e-01,6.030307566578590323e-02,7.172102049216069752e-02,6.605763454775119559e-02,4.823509605447109938e-01,3.337650436077960192e-02,8.192587883283629357e-02,3.841934770775060071e-02,1.046390729442780027e-01,6.984141127859590237e-02,4.174899234951690019e-02,3.142212973812369848e-03,2.402863897934600090e-01,2.857142857142860315e-01,2.873080528625789887e-01
2.191552003443739960e-01,6.862935017312760122e-02,8.138759337203660404e-02,1.428177242531109836e-01,8.045838720252719567e-02,1.651868966035150155e-01,3.349292990620639787e-01,2.575548512254300162e-02,1.167566210292970003e-01,8.316870612848489830e-02,1.096488210241499950e-01,1.169896590736480002e-01,2.082870684727489846e-02,6.105501948120670153e-02,1.410688118937380164e-01,6.651534187458059411e-02,8.297195580497389311e-02,8.186621741383859341e-02,5.271207979502019747e-02,3.519465081680960006e-02,6.366815972241299249e-02,2.444867581402309850e-02,1.383191453562810092e-01,9.744610994186370112e-02,4.589227336550479736e-02,5.422965782627169745e-02,2.854530044162910118e-01,1.591836734693879984e-01,2.128596158069479827e-01
1.986982205621149744e-01,5.663503772585389701e-02,6.722873925680210305e-02,8.480060126929959974e-02,5.482196143976220126e-02,6.933740170550679871e-02,8.969998250261719541e-02,1.502403298815009960e-02,2.421443659515380015e-02,9.640532296944390178e-02,1.101637993259140108e-01,4.597955675639919804e-02,1.134749023957809938e-01,4.085318525633040154e-02,1.805892412155000182e-01,5.257152924705649905e-02,5.270771030588829870e-02,5.613591323032560143e-02,1.397762782506030074e-02,9.556856969202940852e-03,1.653150022781899736e-02,4.941399811231999423e-02,1.282148074147680117e-01,5.161580742991669912e-02,5.003555438149270146e-02,1.443732428734960035e-02,3.107463086050760159e-01,2.204081632653060174e-01,6.396274169568369472e-02
9.613736494473569538e-02,4.495027614716869818e-02,6.547834098948139558e-02,6.853612976887279995e-02,4.954824291067180114e-02,6.581350419318969525e-02,5.380590924311309808e-02,2.360919469566440110e-02,3.092162444185620005e-03,4.656845156960810056e-02,1.150239408972130173e-01,7.130166877872298747e-02,3.329736458625520007e-02,4.947404094118079687e-02,1.755783006818800174e-01,5.648100664563279749e-02,2.094030217308980035e-02,5.613591323032560143e-02,1.193965079888469928e-03,1.773507077472330148e-02,1.379599572866110034e-02,3.492667973431869827e-02,2.326399123822430193e-01,5.793524202795589939e-02,5.832211641346839864e-02,9.426638921437129059e-03,2.728063523218979824e-01,1.795918367346939770e-01,8.807984102356450351e-02
